state,district,districthindi,season,seasonhindi,crop,crophindi,area,production
मणिपुर (Manipur),SENAPATI,सेनापति,Kharif     ,खरीफ ,Other Kharif pulses,अन्य खरीफ दालें,950,480
मणिपुर (Manipur),BISHNUPUR,बिश्नुपुर,Kharif     ,खरीफ ,Rice,चावल,19020,51410
मणिपुर (Manipur),BISHNUPUR,बिश्नुपुर,Whole Year ,पूरे साल ,Beans & Mutter(Vegetable),बीन्स और मटर (सब्जी),415,2230
मणिपुर (Manipur),IMPHAL WEST,इंफाल पश्चिम,Autumn     ,पतझड़ ,Potato,आलू,20,100
मणिपुर (Manipur),IMPHAL EAST,इंफाल पूर्व,Winter     ,सर्दी ,Banana,केला,20,260
मणिपुर (Manipur),UKHRUL,उखरूल,Whole Year ,पूरे साल ,Banana,केला,50,393
मणिपुर (Manipur),TAMENGLONG,तामेंगलांग,Whole Year ,पूरे साल ,Dry chillies,सूखी मिर्च,330,200
मणिपुर (Manipur),THOUBAL,थौबल,Winter     ,सर्दी ,Rice,चावल,11190,26540
मणिपुर (Manipur),CHURACHANDPUR,छुरछंदपुर,Whole Year ,पूरे साल ,Banana,केला,470,6050
मणिपुर (Manipur),CHURACHANDPUR,छुरछंदपुर,Whole Year ,पूरे साल ,Dry chillies,सूखी मिर्च,4830,2900
मणिपुर (Manipur),BISHNUPUR,बिश्नुपुर,Kharif     ,खरीफ ,Rice,चावल,18360,48930
मणिपुर (Manipur),CHANDEL,चंदेल,Kharif     ,खरीफ ,Maize,मक्का,140,460
मेघालय (Meghalaya),SOUTH GARO HILLS,दक्षिण गारो हिल्स,Rabi       ,रबी ,Other  Rabi pulses,अन्य रबी दालें,200,141
मेघालय (Meghalaya),RI BHOI,री भोई,Whole Year ,पूरे साल ,Turmeric,हल्दी,91,390
मेघालय (Meghalaya),SOUTH WEST GARO HILLS,दक्षिण पश्चिम गारो हिल्स,Whole Year ,पूरे साल ,Turmeric,हल्दी,117,693
मेघालय (Meghalaya),RI BHOI,री भोई,Whole Year ,पूरे साल ,Turmeric,हल्दी,67,499
मेघालय (Meghalaya),WEST GARO HILLS,वेस्ट गारो हिल्स,Kharif     ,खरीफ ,Dry ginger,सोंठ,2325,10781
मेघालय (Meghalaya),WEST GARO HILLS,वेस्ट गारो हिल्स,Kharif     ,खरीफ ,Soyabean,सोया बीन,141,103
मेघालय (Meghalaya),SOUTH WEST GARO HILLS,दक्षिण पश्चिम गारो हिल्स,Autumn     ,पतझड़ ,Rice,चावल,5414,12334
मेघालय (Meghalaya),EAST GARO HILLS,पूर्वी गारो हिल्स,Whole Year ,पूरे साल ,Arecanut,सुपारी,796,752
मेघालय (Meghalaya),SOUTH GARO HILLS,दक्षिण गारो हिल्स,Whole Year ,पूरे साल ,Tapioca,टैपिओका,295,1649
मेघालय (Meghalaya),EAST JAINTIA HILLS,पूर्वी जयंतिया हिल्स,Rabi       ,रबी ,Other  Rabi pulses,अन्य रबी दालें,107,77
मेघालय (Meghalaya),EAST JAINTIA HILLS,पूर्वी जयंतिया हिल्स,Whole Year ,पूरे साल ,Tapioca,टैपिओका,28,389
मेघालय (Meghalaya),WEST KHASI HILLS,पश्चिम खासी हिल्स,Kharif     ,खरीफ ,Maize,मक्का,4617,6654
मेघालय (Meghalaya),EAST JAINTIA HILLS,पूर्वी जयंतिया हिल्स,Whole Year ,पूरे साल ,Turmeric,हल्दी,863,4945
मेघालय (Meghalaya),WEST KHASI HILLS,पश्चिम खासी हिल्स,Rabi       ,रबी ,Other  Rabi pulses,अन्य रबी दालें,17,18
मेघालय (Meghalaya),EAST JAINTIA HILLS,पूर्वी जयंतिया हिल्स,Whole Year ,पूरे साल ,Sweet potato,शकरकंद,2031,5918
मेघालय (Meghalaya),RI BHOI,री भोई,Whole Year ,पूरे साल ,Turmeric,हल्दी,133,944
मेघालय (Meghalaya),WEST KHASI HILLS,पश्चिम खासी हिल्स,Whole Year ,पूरे साल ,Arecanut,सुपारी,1224,1165
मेघालय (Meghalaya),WEST GARO HILLS,वेस्ट गारो हिल्स,Whole Year ,पूरे साल ,Sugarcane,गन्ना,41,128
मेघालय (Meghalaya),SOUTH GARO HILLS,दक्षिण गारो हिल्स,Whole Year ,पूरे साल ,Tapioca,टैपिओका,296,1646
मिजोरम (Mizoram),LUNGLEI,लुंगलेई,Whole Year ,पूरे साल ,Sugarcane,गन्ना,76,481
मिजोरम (Mizoram),आइजोल (AIZAWL),आईजौल (AIZAWL),Whole Year ,पूरे साल ,Tapioca,टैपिओका,42,273
मिजोरम (Mizoram),CHAMPHAI,चम्फाई,Rabi       ,रबी ,Rice,चावल,10,9
मिजोरम (Mizoram),KOLASIB,कोलासिब,Kharif     ,खरीफ ,Potato,आलू,5,12
मिजोरम (Mizoram),आइजोल (AIZAWL),आईजौल (AIZAWL),Kharif     ,खरीफ ,Cotton(lint),कपास (लिंट),450,843
मिजोरम (Mizoram),आइजोल (AIZAWL),आईजौल (AIZAWL),Kharif     ,खरीफ ,Rice,चावल,26485,52774
मिजोरम (Mizoram),आइजोल (AIZAWL),आईजौल (AIZAWL),Kharif     ,खरीफ ,Tapioca,टैपिओका,20,331
मिजोरम (Mizoram),LUNGLEI,लुंगलेई,Kharif     ,खरीफ ,Rice,चावल,7942,10190
नगालैंड (Nagaland),PHEK,PHEK,Rabi       ,रबी ,Linseed,अलसी का बीज,600,270
नगालैंड (Nagaland),DIMAPUR,दीमापुर,Kharif     ,खरीफ ,Jute,जूट,590,2280
नगालैंड (Nagaland),MOKOKCHUNG,मोकोकचुंग,Kharif     ,खरीफ ,Peas & beans (Pulses),मटर और बीन्स (दालें),180,120
नगालैंड (Nagaland),MOKOKCHUNG,मोकोकचुंग,Rabi       ,रबी ,Oilseeds total,तिलहन कुल,4200,3990
नगालैंड (Nagaland),MOKOKCHUNG,मोकोकचुंग,Kharif     ,खरीफ ,Ragi,रागी,70,60
नगालैंड (Nagaland),DIMAPUR,दीमापुर,Rabi       ,रबी ,Wheat,गेहूं,370,630
नगालैंड (Nagaland),MOKOKCHUNG,मोकोकचुंग,Kharif     ,खरीफ ,Ragi,रागी,60,50
नगालैंड (Nagaland),ZUNHEBOTO,जुन्हेबोटो,Rabi       ,रबी ,Barley,जौ,50,50
नगालैंड (Nagaland),KOHIMA,कोहिमा,Kharif     ,खरीफ ,Jowar,ज्वार,130,90
नगालैंड (Nagaland),MON,सोमवार,Kharif     ,खरीफ ,Sunflower,सूरजमुखी,330,750
नगालैंड (Nagaland),PHEK,PHEK,Rabi       ,रबी ,Sunflower,सूरजमुखी,240,120
नगालैंड (Nagaland),ZUNHEBOTO,जुन्हेबोटो,Rabi       ,रबी ,Peas & beans (Pulses),मटर और बीन्स (दालें),700,690
नगालैंड (Nagaland),MON,सोमवार,Kharif     ,खरीफ ,Jowar,ज्वार,250,20
नगालैंड (Nagaland),WOKHA,वोखा,Kharif     ,खरीफ ,Soyabean,सोया बीन,1510,1840
नगालैंड (Nagaland),WOKHA,वोखा,Rabi       ,रबी ,Rapeseed &Mustard,रेपसीड और सरसों,3240,2900
नगालैंड (Nagaland),WOKHA,वोखा,Kharif     ,खरीफ ,Moong(Green Gram),मूंग (हरा चना),200,280
नगालैंड (Nagaland),TUENSANG,तुएनसांग,Kharif     ,खरीफ ,Potato,आलू,260,3960
नगालैंड (Nagaland),TUENSANG,तुएनसांग,Kharif     ,खरीफ ,Small millets,छोटे बाजरा,1620,3120
नगालैंड (Nagaland),PHEK,PHEK,Kharif     ,खरीफ ,Cardamom,इलायची,400,60
नगालैंड (Nagaland),TUENSANG,तुएनसांग,Rabi       ,रबी ,Barley,जौ,600,1110
नगालैंड (Nagaland),WOKHA,वोखा,Kharif     ,खरीफ ,Horse-gram,चने की दाल,50,50
नगालैंड (Nagaland),MOKOKCHUNG,मोकोकचुंग,Kharif     ,खरीफ ,Ricebean (nagadal),राइसबीन (नागदल),340,370
नगालैंड (Nagaland),KIPHIRE,किफायर,Rabi       ,रबी ,Maize,मक्का,260,400
नगालैंड (Nagaland),KIPHIRE,किफायर,Kharif     ,खरीफ ,Small millets,छोटे बाजरा,100,60
नगालैंड (Nagaland),DIMAPUR,दीमापुर,Kharif     ,खरीफ ,Bajra,बाजरे,50,40
नगालैंड (Nagaland),KOHIMA,कोहिमा,Rabi       ,रबी ,Linseed,अलसी का बीज,820,150
नगालैंड (Nagaland),MON,सोमवार,Kharif     ,खरीफ ,Castor seed,अरंडी बीज,130,120
नगालैंड (Nagaland),KIPHIRE,किफायर,Kharif     ,खरीफ ,Groundnut,मूंगफली,30,30
नगालैंड (Nagaland),TUENSANG,तुएनसांग,Kharif     ,खरीफ ,Rice,चावल,16920,21300
उड़ीसा (Odisha),PURI,पुरी,Summer     ,ग्रीष्म ऋतु ,Urad,उड़द,508,154.4
उड़ीसा (Odisha),NUAPADA,नुआपाड़ा,Summer     ,ग्रीष्म ऋतु ,Rice,चावल,320,380
उड़ीसा (Odisha),NAYAGARH,नयागढ़:,Whole Year ,पूरे साल ,Dry chillies,सूखी मिर्च,280,240
उड़ीसा (Odisha),BOUDH,बौध,Autumn     ,पतझड़ ,Maize,मक्का,474,360
उड़ीसा (Odisha),BARGARH,बारगढ़,Whole Year ,पूरे साल ,Sweet potato,शकरकंद,1590,13100
उड़ीसा (Odisha),SUNDARGARH,सुंदरगढ़,Kharif     ,खरीफ ,Arhar/Tur,अरहर / तुरई,7940,3870
उड़ीसा (Odisha),KHORDHA,खोरधा,Whole Year ,पूरे साल ,Garlic,लहसुन,290,900
उड़ीसा (Odisha),DHENKANAL,ढेंकनाल,Whole Year ,पूरे साल ,Garlic,लहसुन,680,2140
उड़ीसा (Odisha),MAYURBHANJ,मयूरभंजी,Autumn     ,पतझड़ ,Moong(Green Gram),मूंग (हरा चना),8,2.8
उड़ीसा (Odisha),PURI,पुरी,Whole Year ,पूरे साल ,Dry chillies,सूखी मिर्च,240,210
उड़ीसा (Odisha),KALAHANDI,कालाहांडी,Whole Year ,पूरे साल ,Tobacco,तंबाकू,410,100
उड़ीसा (Odisha),BARGARH,बारगढ़,Autumn     ,पतझड़ ,Rice,चावल,59000,47000
उड़ीसा (Odisha),JAJAPUR,जाजापुरी,Kharif     ,खरीफ ,Groundnut,मूंगफली,9865,10110.4
उड़ीसा (Odisha),KORAPUT,कोरापुट,Kharif     ,खरीफ ,Maize,मक्का,16550,14520
उड़ीसा (Odisha),KANDHAMAL,कंधमाली,Winter     ,सर्दी ,Sesamum,तिल,355,70
उड़ीसा (Odisha),KORAPUT,कोरापुट,Autumn     ,पतझड़ ,Ragi,रागी,5927,3722.2
उड़ीसा (Odisha),DHENKANAL,ढेंकनाल,Whole Year ,पूरे साल ,Sweet potato,शकरकंद,3490,28990
उड़ीसा (Odisha),RAYAGADA,रायगढ़,Winter     ,सर्दी ,Urad,उड़द,2291,403.2
उड़ीसा (Odisha),CUTTACK,कटक,Summer     ,ग्रीष्म ऋतु ,Urad,उड़द,1943,810.2
उड़ीसा (Odisha),BHADRAK,भद्रक,Summer     ,ग्रीष्म ऋतु ,Groundnut,मूंगफली,144,127
उड़ीसा (Odisha),KENDRAPARA,केंद्रपाड़ा,Summer     ,ग्रीष्म ऋतु ,Groundnut,मूंगफली,2399,2255.1
उड़ीसा (Odisha),BOUDH,बौध,Kharif     ,खरीफ ,Sweet potato,शकरकंद,240,2230
उड़ीसा (Odisha),DHENKANAL,ढेंकनाल,Autumn     ,पतझड़ ,Maize,मक्का,163,134.4
उड़ीसा (Odisha),KORAPUT,कोरापुट,Rabi       ,रबी ,Castor seed,अरंडी बीज,600,170
उड़ीसा (Odisha),DHENKANAL,ढेंकनाल,Autumn     ,पतझड़ ,Urad,उड़द,261,40
उड़ीसा (Odisha),DHENKANAL,ढेंकनाल,Rabi       ,रबी ,Wheat,गेहूं,38,50.8
उड़ीसा (Odisha),RAYAGADA,रायगढ़,Winter     ,सर्दी ,Sesamum,तिल,3896,1075.3
उड़ीसा (Odisha),BALESHWAR,बालेश्वर,Winter     ,सर्दी ,Rice,चावल,211000,302000
उड़ीसा (Odisha),ANUGUL,अनुगुल,Winter     ,सर्दी ,Horse-gram,चने की दाल,3146,767.6
उड़ीसा (Odisha),KALAHANDI,कालाहांडी,Rabi       ,रबी ,Gram,ग्राम,5990,5240
उड़ीसा (Odisha),KORAPUT,कोरापुट,Autumn     ,पतझड़ ,Ragi,रागी,12176,8317
उड़ीसा (Odisha),GAJAPATI,गजपति,Whole Year ,पूरे साल ,Onion,प्याज,200,1840
उड़ीसा (Odisha),NABARANGPUR,नबरंगपुरी,Whole Year ,पूरे साल ,Dry chillies,सूखी मिर्च,1843,1560
उड़ीसा (Odisha),PURI,पुरी,Autumn     ,पतझड़ ,Sesamum,तिल,1,
उड़ीसा (Odisha),SONEPUR,सोनेपुर,Winter     ,सर्दी ,Urad,उड़द,37,7.4
उड़ीसा (Odisha),KALAHANDI,कालाहांडी,Kharif     ,खरीफ ,Urad,उड़द,4244,992.7
उड़ीसा (Odisha),KORAPUT,कोरापुट,Winter     ,सर्दी ,Groundnut,मूंगफली,197,275.2
उड़ीसा (Odisha),SUNDARGARH,सुंदरगढ़,Rabi       ,रबी ,Castor seed,अरंडी बीज,165,40
उड़ीसा (Odisha),GANJAM,गंजम,Summer     ,ग्रीष्म ऋतु ,Ragi,रागी,130,115.8
उड़ीसा (Odisha),JAGATSINGHAPUR,जगतसिंहपुरी,Summer     ,ग्रीष्म ऋतु ,Horse-gram,चने की दाल,208,67
उड़ीसा (Odisha),KORAPUT,कोरापुट,Winter     ,सर्दी ,Sesamum,तिल,235,99.4
उड़ीसा (Odisha),KORAPUT,कोरापुट,Winter     ,सर्दी ,Groundnut,मूंगफली,65,64.2
उड़ीसा (Odisha),SAMBALPUR,संबलपुर,Autumn     ,पतझड़ ,Urad,उड़द,161,45.6
उड़ीसा (Odisha),SAMBALPUR,संबलपुर,Kharif     ,खरीफ ,Sesamum,तिल,1725,382.9
उड़ीसा (Odisha),NAYAGARH,नयागढ़:,Summer     ,ग्रीष्म ऋतु ,Rice,चावल,1000,1000
उड़ीसा (Odisha),NUAPADA,नुआपाड़ा,Winter     ,सर्दी ,Potato,आलू,20,143.5
उड़ीसा (Odisha),SUNDARGARH,सुंदरगढ़,Whole Year ,पूरे साल ,Onion,प्याज,1160,8700
उड़ीसा (Odisha),MAYURBHANJ,मयूरभंजी,Autumn     ,पतझड़ ,Urad,उड़द,1093,221.9
उड़ीसा (Odisha),JAJAPUR,जाजापुरी,Autumn     ,पतझड़ ,Groundnut,मूंगफली,100,46
उड़ीसा (Odisha),GAJAPATI,गजपति,Summer     ,ग्रीष्म ऋतु ,Urad,उड़द,7,1.6
उड़ीसा (Odisha),MAYURBHANJ,मयूरभंजी,Winter     ,सर्दी ,Moong(Green Gram),मूंग (हरा चना),357,89.6
उड़ीसा (Odisha),SONEPUR,सोनेपुर,Winter     ,सर्दी ,Rice,चावल,82000,139000
उड़ीसा (Odisha),BALANGIR,बलांगीर,Winter     ,सर्दी ,Groundnut,मूंगफली,24,22.1
उड़ीसा (Odisha),BARGARH,बारगढ़,Summer     ,ग्रीष्म ऋतु ,Sesamum,तिल,95,34.6
उड़ीसा (Odisha),KENDUJHAR,केंदुझारी,Winter     ,सर्दी ,Groundnut,मूंगफली,220,125
उड़ीसा (Odisha),SAMBALPUR,संबलपुर,Autumn     ,पतझड़ ,Rice,चावल,36000,31000
उड़ीसा (Odisha),CUTTACK,कटक,Winter     ,सर्दी ,Moong(Green Gram),मूंग (हरा चना),1156,323.7
उड़ीसा (Odisha),KENDUJHAR,केंदुझारी,Winter     ,सर्दी ,Sugarcane,गन्ना,260,7940
उड़ीसा (Odisha),RAYAGADA,रायगढ़,Summer     ,ग्रीष्म ऋतु ,Rice,चावल,4000,9000
उड़ीसा (Odisha),KHORDHA,खोरधा,Winter     ,सर्दी ,Rapeseed &Mustard,रेपसीड और सरसों,32,7.7
उड़ीसा (Odisha),BALANGIR,बलांगीर,Kharif     ,खरीफ ,Sweet potato,शकरकंद,3000,28540
उड़ीसा (Odisha),PURI,पुरी,Winter     ,सर्दी ,Horse-gram,चने की दाल,1999,683.7
उड़ीसा (Odisha),MALKANGIRI,मल्कानगिरी,Winter     ,सर्दी ,Ragi,रागी,3298,2183.3
उड़ीसा (Odisha),PURI,पुरी,Winter     ,सर्दी ,Sugarcane,गन्ना,47,2910
उड़ीसा (Odisha),KHORDHA,खोरधा,Kharif     ,खरीफ ,Ragi,रागी,148,47.5
उड़ीसा (Odisha),BALANGIR,बलांगीर,Winter     ,सर्दी ,Groundnut,मूंगफली,362,325.1
उड़ीसा (Odisha),ANUGUL,अनुगुल,Autumn     ,पतझड़ ,Maize,मक्का,948,675
उड़ीसा (Odisha),JAGATSINGHAPUR,जगतसिंहपुरी,Winter     ,सर्दी ,Horse-gram,चने की दाल,806,378.8
उड़ीसा (Odisha),DEOGARH,देवगढ़:,Summer     ,ग्रीष्म ऋतु ,Sesamum,तिल,187,75
उड़ीसा (Odisha),BARGARH,बारगढ़,Summer     ,ग्रीष्म ऋतु ,Maize,मक्का,1,1.5
उड़ीसा (Odisha),KHORDHA,खोरधा,Winter     ,सर्दी ,Sugarcane,गन्ना,177,10048.1
उड़ीसा (Odisha),PURI,पुरी,Winter     ,सर्दी ,Paddy,धान का खेत,139036,142956
उड़ीसा (Odisha),KORAPUT,कोरापुट,Winter     ,सर्दी ,Maize,मक्का,162,70
उड़ीसा (Odisha),GAJAPATI,गजपति,Kharif     ,खरीफ ,Moong(Green Gram),मूंग (हरा चना),817,217.7
उड़ीसा (Odisha),KANDHAMAL,कंधमाली,Rabi       ,रबी ,Maize,मक्का,50,70
उड़ीसा (Odisha),MALKANGIRI,मल्कानगिरी,Winter     ,सर्दी ,Sesamum,तिल,15203,3299.1
उड़ीसा (Odisha),JHARSUGUDA,झारसुगुडा,Whole Year ,पूरे साल ,Onion,प्याज,920,4180
उड़ीसा (Odisha),RAYAGADA,रायगढ़,Kharif     ,खरीफ ,Mesta,मेस्टा,60,240
उड़ीसा (Odisha),SAMBALPUR,संबलपुर,Summer     ,ग्रीष्म ऋतु ,Moong(Green Gram),मूंग (हरा चना),236,116.1
उड़ीसा (Odisha),JHARSUGUDA,झारसुगुडा,Whole Year ,पूरे साल ,Dry chillies,सूखी मिर्च,1890,1470
उड़ीसा (Odisha),GANJAM,गंजम,Summer     ,ग्रीष्म ऋतु ,Rice,चावल,1000,3000
उड़ीसा (Odisha),RAYAGADA,रायगढ़,Autumn     ,पतझड़ ,Ragi,रागी,3995,2764.5
उड़ीसा (Odisha),BALESHWAR,बालेश्वर,Rabi       ,रबी ,Gram,ग्राम,200,100
उड़ीसा (Odisha),DEOGARH,देवगढ़:,Summer     ,ग्रीष्म ऋतु ,Wheat,गेहूं,248,322.6
उड़ीसा (Odisha),KANDHAMAL,कंधमाली,Kharif     ,खरीफ ,Urad,उड़द,107,11.2
उड़ीसा (Odisha),DHENKANAL,ढेंकनाल,Rabi       ,रबी ,Moong(Green Gram),मूंग (हरा चना),23900,5930
उड़ीसा (Odisha),SONEPUR,सोनेपुर,Kharif     ,खरीफ ,Sesamum,तिल,126,30.9
उड़ीसा (Odisha),SAMBALPUR,संबलपुर,Winter     ,सर्दी ,Potato,आलू,320,2560.3
उड़ीसा (Odisha),SAMBALPUR,संबलपुर,Summer     ,ग्रीष्म ऋतु ,Maize,मक्का,1,1
उड़ीसा (Odisha),NUAPADA,नुआपाड़ा,Winter     ,सर्दी ,Groundnut,मूंगफली,249,250.5
उड़ीसा (Odisha),SUNDARGARH,सुंदरगढ़,Winter     ,सर्दी ,Rapeseed &Mustard,रेपसीड और सरसों,691,154.8
उड़ीसा (Odisha),BALANGIR,बलांगीर,Kharif     ,खरीफ ,Mesta,मेस्टा,2200,5160
उड़ीसा (Odisha),DEOGARH,देवगढ़:,Autumn     ,पतझड़ ,Rice,चावल,16000,16000
उड़ीसा (Odisha),GANJAM,गंजम,Kharif     ,खरीफ ,Jowar,ज्वार,321,198
उड़ीसा (Odisha),KENDRAPARA,केंद्रपाड़ा,Whole Year ,पूरे साल ,Potato,आलू,580,7950
उड़ीसा (Odisha),KORAPUT,कोरापुट,Kharif     ,खरीफ ,Arhar/Tur,अरहर / तुरई,5740,2040
उड़ीसा (Odisha),RAYAGADA,रायगढ़,Whole Year ,पूरे साल ,Sugarcane,गन्ना,271,10779.8
उड़ीसा (Odisha),BALANGIR,बलांगीर,Autumn     ,पतझड़ ,Sesamum,तिल,2080,299.5
उड़ीसा (Odisha),DHENKANAL,ढेंकनाल,Winter     ,सर्दी ,Potato,आलू,280,3039.1
उड़ीसा (Odisha),SONEPUR,सोनेपुर,Summer     ,ग्रीष्म ऋतु ,Rice,चावल,27000,106000
उड़ीसा (Odisha),SUNDARGARH,सुंदरगढ़,Winter     ,सर्दी ,Horse-gram,चने की दाल,3224,999.4
उड़ीसा (Odisha),KENDRAPARA,केंद्रपाड़ा,Autumn     ,पतझड़ ,Rice,चावल,2000,3000
उड़ीसा (Odisha),BHADRAK,भद्रक,Whole Year ,पूरे साल ,Garlic,लहसुन,317,993
उड़ीसा (Odisha),KANDHAMAL,कंधमाली,Rabi       ,रबी ,Other  Rabi pulses,अन्य रबी दालें,390,160
उड़ीसा (Odisha),RAYAGADA,रायगढ़,Rabi       ,रबी ,Rapeseed &Mustard,रेपसीड और सरसों,935,106.6
उड़ीसा (Odisha),NAYAGARH,नयागढ़:,Kharif     ,खरीफ ,Groundnut,मूंगफली,500,510
पुदुचेरी (Puducherry),PONDICHERRY,पांडिचेरी,Whole Year ,पूरे साल ,Sugarcane,गन्ना,2074,297125
पुदुचेरी (Puducherry),PONDICHERRY,पांडिचेरी,Summer     ,ग्रीष्म ऋतु ,Rice,चावल,2002,5804
पुदुचेरी (Puducherry),PONDICHERRY,पांडिचेरी,Rabi       ,रबी ,Tapioca,टैपिओका,7,120
पुदुचेरी (Puducherry),KARAIKAL,कराईकल,Summer     ,ग्रीष्म ऋतु ,Rice,चावल,153,383
पुदुचेरी (Puducherry),YANAM,यानामी,Winter     ,सर्दी ,Rice,चावल,270,1123
पुदुचेरी (Puducherry),PONDICHERRY,पांडिचेरी,Rabi       ,रबी ,Rice,चावल,4223,13535
पुदुचेरी (Puducherry),KARAIKAL,कराईकल,Kharif     ,खरीफ ,Banana,केला,15,398
पुदुचेरी (Puducherry),PONDICHERRY,पांडिचेरी,Kharif     ,खरीफ ,Other Kharif pulses,अन्य खरीफ दालें,3,2
पंजाब (Punjab),FARIDKOT,फरीदकोट,Kharif     ,खरीफ ,Guar seed,ग्वार सीड,2,2
पंजाब (Punjab),BATHINDA,बठिंडा,Kharif     ,खरीफ ,Rice,चावल,107000,458000
पंजाब (Punjab),FARIDKOT,फरीदकोट,Kharif     ,खरीफ ,Guar seed,ग्वार सीड,700,1200
पंजाब (Punjab),PATHANKOT,पठानकोट,Kharif     ,खरीफ ,Sesamum,तिल,500,200
पंजाब (Punjab),LUDHIANA,लुधियाना,Kharif     ,खरीफ ,Sesamum,तिल,100,100
पंजाब (Punjab),JALANDHAR,जालंधर,Rabi       ,रबी ,Peas & beans (Pulses),मटर और बीन्स (दालें),100,100
पंजाब (Punjab),अमृतसर (AMRITSAR),हितैषी (अमृतसर),Kharif     ,खरीफ ,Maize,मक्का,4000,13000
पंजाब (Punjab),RUPNAGAR,रूपनगर,Rabi       ,रबी ,Masoor,मसूर,1000,600
पंजाब (Punjab),FARIDKOT,फरीदकोट,Kharif     ,खरीफ ,Groundnut,मूंगफली,200,100
पंजाब (Punjab),KAPURTHALA,कपूरथला,Kharif     ,खरीफ ,Maize,मक्का,2000,9000
पंजाब (Punjab),JALANDHAR,जालंधर,Kharif     ,खरीफ ,Maize,मक्का,13000,36000
पंजाब (Punjab),FARIDKOT,फरीदकोट,Whole Year ,पूरे साल ,Guar seed,ग्वार सीड,400,300
पंजाब (Punjab),NAWANSHAHR,नवांशहर,Rabi       ,रबी ,Barley,जौ,3000,10000
पंजाब (Punjab),MANSA,मानसा,Kharif     ,खरीफ ,Cotton(lint),कपास (लिंट),91000,365000
पंजाब (Punjab),PATIALA,पटियाला,Rabi       ,रबी ,Wheat,गेहूं,266000,1197000
पंजाब (Punjab),अमृतसर (AMRITSAR),हितैषी (अमृतसर),Rabi       ,रबी ,Masoor,मसूर,400,300
पंजाब (Punjab),JALANDHAR,जालंधर,Rabi       ,रबी ,Masoor,मसूर,100,100
पंजाब (Punjab),LUDHIANA,लुधियाना,Whole Year ,पूरे साल ,Sugarcane,गन्ना,100,6000
पंजाब (Punjab),RUPNAGAR,रूपनगर,Rabi       ,रबी ,Wheat,गेहूं,87000,350000
पंजाब (Punjab),MANSA,मानसा,Kharif     ,खरीफ ,Moong(Green Gram),मूंग (हरा चना),400,300
पंजाब (Punjab),अमृतसर (AMRITSAR),हितैषी (अमृतसर),Kharif     ,खरीफ ,Rice,चावल,319000,972000
पंजाब (Punjab),GURDASPUR,गुरदासपुर,Kharif     ,खरीफ ,Moth,कीट,100,0
राजस्थान (Rajasthan),DHOLPUR,धौलपुर,Kharif     ,खरीफ ,Moong(Green Gram),मूंग (हरा चना),109,17
राजस्थान (Rajasthan),KOTA,कोटा,Whole Year ,पूरे साल ,Turmeric,हल्दी,5,4
राजस्थान (Rajasthan),JODHPUR,जोधपुर,Kharif     ,खरीफ ,Moth,कीट,170238,37864
राजस्थान (Rajasthan),BANSWARA,बांसवाड़ा,Kharif     ,खरीफ ,Small millets,छोटे बाजरा,5203,519
राजस्थान (Rajasthan),DAUSA,दौसा,Rabi       ,रबी ,Gram,ग्राम,17673,18421
राजस्थान (Rajasthan),BHILWARA,भीलवाड़ा,Kharif     ,खरीफ ,Urad,उड़द,36812,14235
राजस्थान (Rajasthan),BUNDI,बूंदी,Rabi       ,रबी ,Masoor,मसूर,3048,3411
राजस्थान (Rajasthan),BANSWARA,बांसवाड़ा,Kharif     ,खरीफ ,Soyabean,सोया बीन,7600,9700
राजस्थान (Rajasthan),JODHPUR,जोधपुर,Rabi       ,रबी ,Wheat,गेहूं,35843,75319
राजस्थान (Rajasthan),UDAIPUR,उदयपुर,Kharif     ,खरीफ ,Soyabean,सोया बीन,1564,1597
राजस्थान (Rajasthan),BHILWARA,भीलवाड़ा,Whole Year ,पूरे साल ,Dry chillies,सूखी मिर्च,615,370
राजस्थान (Rajasthan),JALORE,जालौर,Whole Year ,पूरे साल ,Sweet potato,शकरकंद,52,
राजस्थान (Rajasthan),BHILWARA,भीलवाड़ा,Kharif     ,खरीफ ,Other Kharif pulses,अन्य खरीफ दालें,1005,11
राजस्थान (Rajasthan),BHILWARA,भीलवाड़ा,Rabi       ,रबी ,Other  Rabi pulses,अन्य रबी दालें,235,234
राजस्थान (Rajasthan),DAUSA,दौसा,Kharif     ,खरीफ ,Bajra,बाजरे,79242,82977
राजस्थान (Rajasthan),KARAULI,करौली,Whole Year ,पूरे साल ,Potato,आलू,15,69
राजस्थान (Rajasthan),KARAULI,करौली,Rabi       ,रबी ,Wheat,गेहूं,64145,216835
राजस्थान (Rajasthan),DAUSA,दौसा,Rabi       ,रबी ,Wheat,गेहूं,89144,281950
राजस्थान (Rajasthan),अजमेर (AJMER),अरूण (अजमेर),Kharif     ,खरीफ ,Soyabean,सोया बीन,1,1
राजस्थान (Rajasthan),TONK,टोंकी,Whole Year ,पूरे साल ,Sweet potato,शकरकंद,1,5
राजस्थान (Rajasthan),UDAIPUR,उदयपुर,Kharif     ,खरीफ ,Soyabean,सोया बीन,1751,1054
राजस्थान (Rajasthan),DAUSA,दौसा,Kharif     ,खरीफ ,Jowar,ज्वार,6089,5478
राजस्थान (Rajasthan),JODHPUR,जोधपुर,Kharif     ,खरीफ ,Jowar,ज्वार,37606,20136
